Source,Type,MemberOrganizations,Address1,Address2,City,State,ZIP,Phone,Website,Email,full_address,Latitude,Longitude
League of Historical Societies of NJ,Organization,American Revolutionary Round Table South Jersey,12 Locust Grove,NA,Cherry Hill,NJ,08003,856-996-5246,NA,arrtosj@gmail.com,"12 Locust Grove, Cherry Hill, NJ, 8003",39.8920579,-74.9548892
Curated using Google,Historical Society,West Jersey Chapter of the National Railway Historical Society,744 E Pine St,NA,Audubon,NJ,08106,NA,NA,NA,"744 E Pine St, Audubon, NJ, 08106",39.8926229,-75.0637044
Stockton SJCHC Historical Societies & Museums,Historical Society,Evasham Township Historical Society,10 Madison Ct,NA,Marlton,NJ,08053,NA,https://eveshamhistoricalsociety.org,NA,"10 Madison Ct, Marlton, NJ, 8053",39.8976157,-74.9161533
League of Historical Societies of NJ,"Presevation, Organization",Friends of the Indian King Tavern,30 Tanner Street,NA,Haddonfield,NJ,08033,856-429-9154,indiankingfriends.org,NA,"30 Tanner Street, Haddonfield, NJ, 8033",39.8983826,-75.034664
Stockton SJCHC Historical Cultural Sites,Cultural Site,Indian King Tavern,233 Kings Highway East,NA,Haddonfield,NJ,08033,NA,http://www.levins.com/tavern.html,NA,"233 Kings Highway East, Haddonfield, NJ, 8033",39.8988997,-75.030385
Curated using Google,Bookstore,Inkwood Books,31 Kings Highway East,NA,Haddonfield,NJ,08033,NA,NA,NA,"31 Kings Highway East, Haddonfield, NJ, 08033",39.8995855,-75.0289023
League of Historical Societies of NJ,Historical Society,Historical Society of Haddonfield,343 Kings Highway East,NA,Haddonfield,NJ,08033,856-429-7375,haddonfieldhistory.org,NA,"343 Kings Highway East, Haddonfield, NJ, 8033",39.900569,-75.027229
League of Historical Societies of NJ,Historical Society,Medford Historical Society,NA,P.O. Box 362,Medford,NJ,08055,609-654-5382,MedfordHistory.org,NA,"NA, Medford, NJ, 8055",39.9009472,-74.8234961
League of Historical Societies of NJ,Cultural Site,Barclay Farmstead,209 Barclay Lane,P.O. Box 3014,Cherry Hill,NJ,08034,856-795-6225,https://www.cherryhill-nj.com/barclay,friendsofbarclayfarmstead@gmail.com,"209 Barclay Lane, Cherry Hill, NJ, 8034",39.9065613,-74.9988174
Curated using Google,Historical Society,Medford Historical Society,275 Church Road,NA,Medford,NJ,08055,NA,NA,NA,"275 Church Road, Medford, NJ, 08055",39.9150496,-74.821202
Curated using Google,Organization,Beachwood Historical Alliance,1600 Pinewald Rd,NA,Beachwood,NJ,08722,NA,NA,NA,"1600 Pinewald Rd, Beachwood, NJ, 08722",39.9181888,-74.2065726
Curated using Google,Historical Society,Johnson's Corner Farm,133 Church Rd,NA,Medford,NJ,08055,NA,NA,NA,"133 Church Rd, Medford, NJ, 08055",39.9196412,-74.8514351
League of Historical Societies of NJ,Museum,Lake Hopatcong Historical Museum,State Park,P.O. Box 668,Landing,NJ,07850,973-398-2616,lakehopatconghistory.com,NA,"State Park, Landing, NJ, 7850",39.9224004,-75.0403361
Curated using Google,Historical Society,Mount Laurel Historical Society,440 Mt Laurel Rd,NA,Mt Laurel,NJ,08054,NA,NA,NA,"440 Mt Laurel Rd, Mt Laurel, NJ, 08054",39.9252329,-74.8829399
League of Historical Societies of NJ,Cultural Site,Farmstead Arts Center,450 King George Road,NA,NA,NJ,NA,908-636-7576,NA,ann7920@gmail.com,"450 King George Road, NJ",39.9267259,-74.9877497
League of Historical Societies of NJ,Historical Society,Camden County Historical Society,1900 Park Boulevard,NA,Camden,NJ,08103,856-964-3333,cchsnj.org,NA,"1900 Park Boulevard, Camden, NJ, 8103",39.9335829,-75.0968587
Curated using Google,Historical Society,Camden County Historical Society,1900 Park Blvd,NA,Camden,NJ,08103,NA,NA,NA,"1900 Park Blvd, Camden, NJ, 08103",39.9344064,-75.0979878
League of Historical Societies of NJ,Organization,Island Heights Cultural & Heritage Association,NA,P.O. Box 670,Island Heights,NJ,08732,732-929-2646,NA,ihchanj@gmail.com,"NA, Island Heights, NJ, 8732",39.9420626,-74.1498616
Curated using Google,Museum,Old City Cemetery,401 Federal St,NA,Camden,NJ,08103,NA,NA,NA,"401 Federal St, Camden, NJ, 08103",39.944262,-75.122703
Curated using Google,"Presevation, Organization",Friends of the Pine Barrens,17 Pemberton Road,NA,Southampton,NJ,08088,NA,NA,NA,"17 Pemberton Road, Southampton, NJ, 08088",39.9449841,-74.6894915
League of Historical Societies of NJ,Historical Society,Merchantville Historical Society,1 West Maple Avenue,NA,Merchantville,NJ,08109,856-665-6271,facebook.com/Merchantville-Historical-Society,MrsMerch@aol.com,"1 West Maple Avenue, Merchantville, NJ, 8109",39.950492,-75.04886
Curated using Google,Museum,Toms River Seaport Society & Maritime Museum,78 E Water St,NA,Toms River,NJ,08753,NA,NA,NA,"78 E Water St, Toms River, NJ, 08753",39.950838,-74.194577
Stockton SJCHC Historical Societies & Museums,Museum,Barnegat Bay Maritime Museum,78 East Water Street,NA,Toms River,NJ,08753,(732)-349-9209,http://www.tomsriverseaport.org/,NA,"78 East Water Street, Toms River, NJ, 08753",39.950838,-74.194577
Curated using Google,Education,Paws Farm Nature Center,1105 Hainesport Mt Laurel Rd,NA,Mount Laurel,NJ,08054,NA,NA,NA,"1105 Hainesport Mt Laurel Rd, Mount Laurel, NJ, 08054",39.9513894,-74.8712983
Curated using Google,Museum,Ocean County Historical Society,26 Hadley Ave,NA,Toms River,NJ,08753,NA,NA,NA,"26 Hadley Ave, Toms River, NJ, 08753",39.952911,-74.1910927
League of Historical Societies of NJ,Historical Society,Ocean County Historical Society,26 Hadley Avenue,NA,Toms River,NJ,08753,732-341-1880,oceancountyhistory.org,http://www.oceancountyhistory.org/,"26 Hadley Avenue, Toms River, NJ, 8753",39.952911,-74.1910927
Curated using Google,Bookstore,The Book Asylum (duplicate),17 North Centre Street,NA,Merchantville,NJ,08109,NA,NA,NA,"17 North Centre Street, Merchantville, NJ, 08109",39.9536713,-75.0493923
League of Historical Societies of NJ,Museum,Alice Paul Institute,128 Hooton Road,P.O. Box 1376,Mount Laurel,NJ,08054,856-231-1885,alicepaul.org,info@alicepaul.org,"128 Hooton Road, Mount Laurel, NJ, 8054",39.9546053,-74.9356143
League of Historical Societies of NJ,Historical Society,Historical Society of Moorestown,12 High Street,P.O. Box 477,Moorestown,NJ,08057,856-235-0353,moorestownhistory.org,NA,"12 High Street, Moorestown, NJ, 8057",39.963459,-74.9470997
League of Historical Societies of NJ,Historical Society,Lumberton Historical Society,609 Main Street,P.O. Box 22,Lumberton,NJ,08048,609-267-6647,lumbertonnjhistoricalsociety.com,NA,"609 Main Street, Lumberton, NJ, 8048",39.9656487,-74.8055132
Curated using Google,Bookstore,Book Haven,2202 Fairmount Ave,NA,Philadelphia,PA,19130,NA,NA,NA,"2202 Fairmount Ave, Philadelphia, PA, 19130",39.9671046,-75.1739876
League of Historical Societies of NJ,"Presevation, Organization",Pinelands Preservation Alliance,17 Pemberton Road,NA,Southampton,NJ,08088,609-859-8860,pinelandsalliance.org,NA,"17 Pemberton Road, Southampton, NJ, 8088",39.9696471,-74.7312089
Curated using Google,Historical Society,Main Street Mount Holly,41 White St,NA,Mount Holly,NJ,08060,NA,NA,NA,"41 White St, Mount Holly, NJ, 08060",39.991412,-74.787928
League of Historical Societies of NJ,Cultural Site,Revolutionary War Alliance of Burlington County,NA,P.O. Box 507,Mount Holly,NJ,08060,609-864-6138,NA,revwaralliance@yahoo.com,"NA, Mount Holly, NJ, 8060",39.9928898,-74.7876624
Curated using Google,Museum,Burlington County Prison Museum,128 High St,NA,Mount Holly,NJ,08060,NA,NA,NA,"128 High St, Mount Holly, NJ, 08060",39.9965894,-74.7892595
Stockton SJCHC Historical Societies & Museums,Museum,Burlington County Prison Museum,128 High Street,NA,Mt. Holly,NJ,08060,NA,http://www.prisonmuseum.net/,NA,"128 High Street, Mt. Holly, NJ, 08060",39.9965894,-74.7892595
Curated using Google,Organization,"John Woolman Memorial Association
","99 Branch Street
",NA,Mount Holly,NJ,08060,NA,NA,NA,"99 Branch Street
, Mount Holly, NJ, 08060",39.9990361,-74.7770993
Curated using Google,Museum,Burlington County Lyceum of History and Natural Sciences,307 High St,NA,Mount Holly,NJ,08060,NA,NA,NA,"307 High St, Mount Holly, NJ, 08060",39.9993743,-74.7905126
League of Historical Societies of NJ,"Presevation, Organization",Friends of White Hill Mansion,1290 Wynwood Drive,NA,Cinnaminson,NJ,08077,856-786-3492,whitehillmansion.com,NA,"1290 Wynwood Drive, Cinnaminson, NJ, 8077",40.0049815,-74.9915417
Curated using Google,Education,Rancocas Nature Center,794 Rancocas Rd,NA,Westampton,NJ,08060,NA,NA,NA,"794 Rancocas Rd, Westampton, NJ, 08060",40.0058324,-74.8258314
Stockton SJCHC Historical Societies & Museums,Historical Society,West Jersey Chapter of the National Railway Historical Society,NA,P.O. Box 647,Palmyra,NJ,08065,NA,http://www.westjersey-nrhs.org/,NA,"NA, Palmyra, NJ, 08065",40.0070565,-75.0282271
Curated using Google,Historical Society,Timbuctoo Historical Society,Rancocas Road,NA,Westampton,NJ,08060,NA,NA,NA,"Rancocas Road, Westampton, NJ, 08060",40.0092183,-74.851158
League of Historical Societies of NJ,Historical Society,Westampton Historical Society,NA,P.O. Box 132,Rancocas,NJ,08073,856-905-3040,https://www.westamptonnj.gov/historic-preservation-commission,NA,"NA, Rancocas, NJ, 8073",40.0106674,-74.866832
Curated using Google,Historical Society,The Historical Society of Riverton,305 Bank Ave,NA,Riverton,NJ,08077,NA,NA,NA,"305 Bank Ave, Riverton, NJ, 08077",40.0135568,-75.0202612
League of Historical Societies of NJ,Historical Society,Navy Lakehurst Historical Society,1760 Ridgeway Road,NA,Lakehurst,NJ,08733,570-856-2100,www.nlhs.com,NA,"1760 Ridgeway Road, Lakehurst, NJ, 8733",40.0147284,-74.311567
Curated using Google,Education,Insectropolis,1761 Lakewood Rd,NA,Toms River,NJ,08755,NA,NA,NA,"1761 Lakewood Rd, Toms River, NJ, 08755",40.0147997,-74.2179546
Curated using Google,Historical Society,"Delran Historic Society
","900 S. Chester Avenue
",NA,Delran,NJ,08075,NA,NA,NA,"900 S. Chester Avenue
, Delran, NJ, 08075",40.0170365,-74.95617
League of Historical Societies of NJ,Historical Society,Lakehurst Historical Society,27 Ascot Lane,NA,NA,NJ,NA,732-408-5612,NA,cfhcfhrev@aol.com,"27 Ascot Lane, NJ",40.0252595,-74.3024907
League of Historical Societies of NJ,Museum,Armed Forces Heritage Museum,NA,P.O. Box 324,Wrightstown,NJ,08562,908-625-2973,afhmus.org,NA,"NA, Wrightstown, NJ, 8562",40.0362241,-74.6179344
League of Historical Societies of NJ,Cultural Site,NJ Colonial Dames,180 Burrs Road,NA,Westampton,NJ,08060,NA,https://nscdanj.org/,NA,"180 Burrs Road, Westampton, NJ, 8060",40.036647,-74.798684
Curated using Google,Historical Society,Springfield Township Historical Society,2159 Jacksonville-Jobstown Road,NA,Jobstown,NJ,08041,NA,NA,NA,"2159 Jacksonville-Jobstown Road, Jobstown, NJ, 08041",40.0370259,-74.699814
Curated using Google,Bookstore,Main Point Books,116 North Wayne Avenue,NA,Wayne,PA,19087,NA,NA,NA,"116 North Wayne Avenue, Wayne, PA, 19087",40.0447295,-75.3880333
Curated using Google,Historical Society,NJ Colonial Dames,228 Burlington Ave,NA,Delanco,NJ,08075,NA,NA,NA,"228 Burlington Ave, Delanco, NJ, 08075",40.0455374,-74.9583288
Curated using Google,Bookstore,Caprichos Books,525 Carpenter Lane,NA,Philadelphia,PA,19119,NA,NA,NA,"525 Carpenter Lane, Philadelphia, PA, 19119",40.0474598,-75.1948985
Curated using Google,"Presevation, Organization",The Delanco Historic Preservation Board,770 Coopertown Rd,NA,Delanco,NJ,08075,NA,NA,NA,"770 Coopertown Rd, Delanco, NJ, 08075",40.048426,-74.9405734
Curated using Google,Historical Society,"Delanco Historic Preservation Advisory Board
","303 Union Avenue
",NA,Delanco,NJ,08075,NA,NA,NA,"303 Union Avenue
, Delanco, NJ, 08075",40.0497773,-74.9572821
Curated using Google,Organization,Mount Holly Cemetery Association,2002 US 541,NA,Burlington,NJ,08016,NA,NA,NA,"2002 US 541, Burlington, NJ, 08016",40.0516845,-74.8420598
League of Historical Societies of NJ,"Presevation, Organization",Friends of West Hill Mansion,1114 Oxmead Road,NA,Burlington Township,NJ,08016,856-768-0312,westhillnj.org,NA,"1114 Oxmead Road, Burlington Township, NJ, 8016",40.0536722,-74.8216311
Curated using Google,Historical Society,Riverfront Historical Society,433 Cooper Street,NA,Beverly,NJ,08010,NA,NA,NA,"433 Cooper Street, Beverly, NJ, 08010",40.0642245,-74.918789
Curated using Google,Historical Society,Shipman Mansion/Red Dragon Canoe Club,221 Edgewater Avenue,NA,Edgewater Park,NJ,08010,NA,NA,NA,"221 Edgewater Avenue, Edgewater Park, NJ, 08010",40.070861,-74.898076
Curated using Google,Historical Society,Burlington County Historical Society,457 High St,NA,Burlington,NJ,08016,NA,NA,NA,"457 High St, Burlington, NJ, 08016",40.0762203,-74.8573836
Curated using Google,Historical Society,Point Pleasant Historical Society,416 New Jersey Ave,NA,Point Pleasant Beach,NJ,08742,NA,NA,NA,"416 New Jersey Ave, Point Pleasant Beach, NJ, 08742",40.0873999,-74.0456735
Curated using Google,Bookstore,The Little Point Bookshop,618 Arnold Ave,NA,Point Pleasant Beach,NJ,08742,NA,NA,NA,"618 Arnold Ave, Point Pleasant Beach, NJ, 08742",40.0916387,-74.0501005
League of Historical Societies of NJ,Historical Society,Point Pleasant Historical Society,NA,P.O. Box 1273,Point Pleasant Beach,NJ,08742,732-892-3091; 732-892-6414,pointpleasanthistory.com,NA,"NA, Point Pleasant Beach, NJ, 8742",40.0919203,-74.0482024
League of Historical Societies of NJ,Historical Society,Brick Township Historical Society,521 Herbertsville Rd,P.O. Box 160,Brick,NJ,08723,732-785-2500,https://bricktownshiphistoricalsociety.com/,NA,"521 Herbertsville Rd, Brick, NJ, 8723",40.1059197,-74.1065096
League of Historical Societies of NJ,Historical Society,Union Landing Historical Society,601 Union Lane,P.O. Box 473,Brielle,NJ,08730,609-658-8234,NA,curtis.porcello@sanofi.com jgham111@gmail.com,"601 Union Lane, Brielle, NJ, 8730",40.111175,-74.05833
Curated using Google,Bookstore,BookTowne,171 Main St,NA,Manasquan,NJ,08736,NA,NA,NA,"171 Main St, Manasquan, NJ, 08736",40.112572,-74.03327
Curated using Google,Historical Society,Roebling Historical Society,NA,P.O. Box 162,Roebling,NJ,08554,NA,NA,NA,"NA, Roebling, NJ, 08554",40.1159436,-74.7862734
Stockton SJCHC Historical Societies & Museums,Historical Society,Florence Historical Society,25 W. 3rd Street,NA,Florence,NJ,NA,NA,NA,NA,"25 W. 3rd Street, Florence, NJ",40.1206307,-74.805595
Curated using Google,Historical Society,Florence Historical Society,208 Broad St,NA,Florence,NJ,08518,NA,NA,NA,"208 Broad St, Florence, NJ, 08518",40.1207106,-74.804839
League of Historical Societies of NJ,Historical Society,Squan Village Historical Society,105 South Street,NA,Manasquan,NJ,08736,732-223-6770,squanvillagehistoricalsociety.org,NA,"105 South Street, Manasquan, NJ, 8736",40.1213137,-74.0550262
Curated using Google,Historical Society,Mansfield Township Historical Society,2004 US 206,NA,Bordentown,NJ,08505,NA,NA,NA,"2004 US 206, Bordentown, NJ, 08505",40.1217369,-74.7076449
League of Historical Societies of NJ,Historical Society,Lawnside Historical Society,26 Kings Court,P.O. Box 608,NA,NJ,NA,856-546-8850,NA,lhs@petermotthouse.org,"26 Kings Court, NJ",40.1218228,-74.248861
League of Historical Societies of NJ,"Presevation, Organization",Friends of the Old Yellow Meeting House,NA,P.O. Box 23,Cream Ridge,NJ,08514,703-770-7399,oymh.org,NA,"NA, Cream Ridge, NJ, 8514",40.1351122,-74.5240423
League of Historical Societies of NJ,Historical Society,Bordentown Historical Society,302 Farnsworth Ave,P.O. Box 182,Bordentown,NJ,08505,609-298-1740,bordentownhistory.org,NA,"302 Farnsworth Ave, Bordentown, NJ, 8505",40.1460408,-74.7118658
League of Historical Societies of NJ,Historical Society,Spring Lake Historical Society,423 Warren Avenue,P.O. Box 703,Spring Lake,NJ,07762,732-449-0772,springlakehistoricalsociety.org,NA,"423 Warren Avenue, Spring Lake, NJ, 7762",40.1511143,-74.0333477
Curated using Google,Historical Society,"Chesterfield Historical Society
","2 Front Street
",NA,Crosswicks,NJ,NA,NA,NA,NA,"2 Front Street
, Crosswicks, NJ",40.151601,-74.648955
Curated using Google,Bookstore,Thunder Road Books,1108 3rd Ave,NA,Spring Lake,NJ,07762,NA,NA,NA,"1108 3rd Ave, Spring Lake, NJ, 07762",40.1519351,-74.0283473
League of Historical Societies of NJ,Historical Society,Chesterfield Township Historical Society,530 Ward Avenue,P.O. Box 222,Crosswicks,NJ,08515,609-298-0567,chesterfieldtwphistoricalsoc.org,chesterfieldtwphistoricalsoc@gmail.com,"530 Ward Avenue, Crosswicks, NJ, 8515",40.1542733,-74.6527582
League of Historical Societies of NJ,Cultural Site,Washington Crossing Rev. War Round Table,5 High Street,NA,Allentown,NJ,08501,609-259-9127,swanhistoricalfoundation.org,NA,"5 High Street, Allentown, NJ, 8501",40.1750188,-74.5885308
League of Historical Societies of NJ,Historical Society,Beavertown Historical Society,137 Main Street,NA,Belmar,NJ,07719,973-694-0640,belmarhistoricalsociety.org,Belmar Historical Society,"137 Main Street, Belmar, NJ, 7719",40.1808754,-74.0250606
League of Historical Societies of NJ,Historical Society,Hamilton Township Historical Society,NA,P.O. Box 11271,Yardville,NJ,08620,609-585-1686,hamiltonhistorical.org,NA,"NA, Yardville, NJ, 8620",40.1812212,-74.6643248
League of Historical Societies of NJ,Museum,Information Age Science & History Museums,2201 Marconi Road,NA,Wall Township,NJ,07719,732-280-3000,www.infoage.org,NA,"2201 Marconi Road, Wall Township, NJ, 7719",40.185424,-74.058827
League of Historical Societies of NJ,Historical Society,Farmingdale Historical Society,NA,P.O. Box 165,Farmingdale,NJ,07727,732-259-0954,facebook.com/farmingdalehistoricalsocietynj,fastcharger73@hotmail.com,"NA, Farmingdale, NJ, 7727",40.1965018,-74.1684757
League of Historical Societies of NJ,Historical Society,Bradley Beach Historical Society,719 Main Street,NA,Bradley Beach,NJ,07720,201-993-9480,www.bbhistory.org,NA,"719 Main Street, Bradley Beach, NJ, 7720",40.2043364,-74.0174007
League of Historical Societies of NJ,Cultural Site,Mercer County Cultural & Heritage Commission,640 South Broad Street,4th Floor,Trenton,NJ,08650,609-278-2712,mercercounty.org,NA,"640 South Broad Street, Trenton, NJ, 8650",40.2094163,-74.7544678
League of Historical Societies of NJ,Historical Society,Historical Society of Ocean Grove,50 Pitman Avenue,P.O. Box 446,Ocean Grove,NJ,07756,732-774-1869,historicalsocietyofoceangrove.org,NA,"50 Pitman Avenue, Ocean Grove, NJ, 7756",40.2128293,-74.0067802
League of Historical Societies of NJ,Historical Society,Mount Tabor Historical Society,NA,P.O. Box 271,Mount Tabor,NJ,07878,973-975-0001,mounttabornj.org,NA,"NA, Mount Tabor, NJ, 7878",40.2136642,-74.009746
League of Historical Societies of NJ,Organization,Trent House Association,15 Market Street,NA,Trenton,NJ,08611,609-989-0087; 609-989-3017,williamtrenthouse.org,NA,"15 Market Street, Trenton, NJ, 8611",40.2137145,-74.7650668
Curated using Google,Bookstore,Classic Book Shop,4 West Lafayette Street,NA,Trenton,NJ,08608,NA,NA,NA,"4 West Lafayette Street, Trenton, NJ, 08608",40.2186757,-74.7664312
Curated using Google,Museum,Old Barracks Museum,101 Barrack St,NA,Trenton,NJ,08608,NA,NA,NA,"101 Barrack St, Trenton, NJ, 08608",40.2198577,-74.7687466
League of Historical Societies of NJ,Museum,Old Barracks Museum,101 Barrack Street,NA,Trenton,NJ,08608,609-396-1776,barracks.org,NA,"101 Barrack Street, Trenton, NJ, 8608",40.2198577,-74.7687466
League of Historical Societies of NJ,"Museum, Organization",Trenton Museum Society,NA,P.O. Box 1034,Trenton,NJ,08606,609-989-1191,ellarslie.org,NA,"NA, Trenton, NJ, 8606",40.2208567,-74.7291776
League of Historical Societies of NJ,"Historical Society, Genealogy",Genealogical Society of New Jersey,NA,P.O. Box 1476,Trenton,NJ,08607,201-306-0598,gsnj.org,NA,"NA, Trenton, NJ, 8607",40.2208567,-74.7291776
League of Historical Societies of NJ,Cultural Site,New Jersey Historic Trust,NA,P.O. Box 457,Trenton,NJ,08625,609-984-0473,njht.org,NA,"NA, Trenton, NJ, 8625",40.2208567,-74.7291776
League of Historical Societies of NJ,Organization,Crossroads of the American Revolution Association,124 West State St.,NA,Trenton,NJ,08608,609-633-2060,revolutionarynj.org,NA,"124 West State St., Trenton, NJ, 8608",40.2209338,-74.7691611
League of Historical Societies of NJ,Historical Society,Archaeological Society of New Jersey,205 West State Street,P.O. Box 530,Trenton,NJ,08625,732-547-8534,asnj.org,asofnj@gmail.com,"205 West State Street, Trenton, NJ, 8625",40.2210696,-74.7733052
League of Historical Societies of NJ,Museum,New Jersey State Museum,205 West State Street,P.O. Box 530,Trenton,NJ,08625,609-826-3935,state.nj.us/state/museum/,Nicholas.Ciotola@sos.state.nj.us,"205 West State Street, Trenton, NJ, 8625",40.2210696,-74.7733052
League of Historical Societies of NJ,Library,Trentoniana Trenton Free Public Library,120 Academy Street,NA,Trenton,NJ,08608,NA,NA,trentoniana@trentonlib.org,"120 Academy Street, Trenton, NJ, 8608",40.2220073,-74.7638468
League of Historical Societies of NJ,Cultural Site,New Jersey State Library,185 N. State Street,P.O. Box 520,Trenton,NJ,08625,609-278-2640/162,NA,rfitzpatrick@njstatelib.org,"185 N. State Street, Trenton, NJ, 8625",40.2230275,-74.7756092
League of Historical Societies of NJ,Historical Society,Asbury Park Historical Society,508 4th Ave,P.O. Box 543,Asbury Park,NJ,07712,732-869-4478,aphistoricalsociety.org, info@aphistoricalsociety.org ,"508 4th Ave, Asbury Park, NJ, 7712",40.2236419,-74.0061436
League of Historical Societies of NJ,Museum,Asbury Park Museum  at The Berkeley Ocean Front Hotel,1401 Ocean Avenue,P.O. Box 1485,Asbury Park,NJ,07712,732-539-7574,ap-museum.org,info@apmuseum.org,"1401 Ocean Avenue, Asbury Park, NJ, 7712",40.2252613,-73.9995048
League of Historical Societies of NJ,Historical Society,Trenton Historical Society,218 Parkside Avenue,NA,Trenton,NJ,08618,609-369-4478,NA,Society@trentonhistory.org,"218 Parkside Avenue, Trenton, NJ, 8618",40.2347638,-74.7886581
League of Historical Societies of NJ,"Presevation, Organization",Monmouth County Historical Commission Hall of Records,1 East Main Street,NA,Freehold,NJ,07728,732-431-7413,visitmonmouth.com,NA,"1 East Main Street, Freehold, NJ, 7728",40.262727,-74.270564
League of Historical Societies of NJ,Organization,Monmouth County Historical Association,70 Court Street,NA,Freehold,NJ,07728,732-462-1466,monmouthhistory.org,NA,"70 Court Street, Freehold, NJ, 7728",40.2629337,-74.2783353
League of Historical Societies of NJ,Historical Society,Freehold Twp. Heritage Society,189b Wemrock Road,NA,Freehold,NJ,07728,732-577-9766,www.oakleyfarmmuseum.org,NA,"189b Wemrock Road, Freehold, NJ, 7728",40.2632858,-74.3109171
League of Historical Societies of NJ,Cultural Site,Preservation New Jersey,NA,P.O. Box 7815,West Trenton,NJ,08628,973-813-2032,preservationnj.org,NA,"NA, West Trenton, NJ, 8628",40.263997,-74.8184964
League of Historical Societies of NJ,Historical Society,Hightstown-East Windsor Historical Society,164 North Main Street,NA,Hightstown,NJ,08520,609-448-9119,hewhs.com,NA,"164 North Main Street, Hightstown, NJ, 8520",40.2709728,-74.5224166
League of Historical Societies of NJ,Historical Society,Ewing Township Historic Preservation Society,27 Federal City Road,NA,Ewing,NJ,08638,609-883-2455,ethps.org,NA,"27 Federal City Road, Ewing, NJ, 8638",40.278797,-74.770174
League of Historical Societies of NJ,Organization,Friends of the William Green Farmhouse,27 Federal City Road,NA,Ewing,NJ,08638,609-510-9120,williamgreenhouse.org,NA,"27 Federal City Road, Ewing, NJ, 8638",40.278797,-74.770174
League of Historical Societies of NJ,Historical Society,Historical Society of West Windsor,50 Southfield Road,NA,West Windsor,NJ,08550,609-751-4061,NA,westwindsorhistory@gmail.com,"50 Southfield Road, West Windsor, NJ, 8550",40.2791573,-74.5903557
League of Historical Societies of NJ,Cultural Site,Descendants of Founders of New Jersey,194 Dutch Lane Road,NA,Freehold,NJ,07728,732-780-9284,njfounders.org,NA,"194 Dutch Lane Road, Freehold, NJ, 7728",40.283158,-74.2498793
League of Historical Societies of NJ,Historical Society,Lawrence Historical Society,NA,P.O. Box 6025,Lawrenceville,NJ,08648,609-895-1728,thelhs.org,NA,"NA, Lawrenceville, NJ, 8648",40.2973299,-74.7296049
League of Historical Societies of NJ,Cultural Site,Ten Crucial Days,17 Paddock Drive,NA,Lawrence,NJ,08648,609-389-5657,www.TenCrucialDays.org,NA,"17 Paddock Drive, Lawrence, NJ, 8648",40.301039,-74.7527376
League of Historical Societies of NJ,Historical Society,Eatontown Historical Society,75 Broad Street,NA,Eatontown,NJ,07724,732-542-4026,tourism.visitmonmouth.com/page.aspx?ID=4024,eatontownhistoricalmuseum@gmail.com,"75 Broad Street, Eatontown, NJ, 7724",40.3063291,-74.0569438
League of Historical Societies of NJ,Historical Society,Cranbury Historical & Preservation Society,6 South Main Street,NA,Cranbury,NJ,08512,609-860-1889,cranburyhistory.org,NA,"6 South Main Street, Cranbury, NJ, 8512",40.3089793,-74.517075
Stockton SJCHC Historical Societies & Museums,Historical Society,Stafford Township Historical Society,120 North Main St,NA,NA,NJ,NA,NA,http://staffordhistory.org/index.html,NA,"120 North Main St, NJ",40.3184115,-74.512938
League of Historical Societies of NJ,Historical Society,Historical Society of Princeton,354 Quaker Road,NA,Princeton,NJ,08540,609-921-6748,princetonhistory.org,NA,"354 Quaker Road, Princeton, NJ, 8540",40.3246198,-74.679963
League of Historical Societies of NJ,"Presevation, Organization",Monroe Township Historic Preservation Commission,1 Municipal Plaza,NA,Monroe Township,NJ,08831,732-521-4400,https://monroetwp.com/index.php/boards-commisions/historic-preservation,jkaterba@monroetud.com,"1 Municipal Plaza, Monroe Township, NJ, 8831",40.3272362,-74.4393042
League of Historical Societies of NJ,Historical Society,Hopewell Valley Historical Society,NA,P.O. Box 371,Pennington,NJ,08534,609-219-0300,hopewellvalleyhistory.org,NA,"NA, Pennington, NJ, 8534",40.3281213,-74.7909992
League of Historical Societies of NJ,"Historical Society, Genealogy",Monmouth County Genealogy Society,NA,P. O. Box 5,Lincroft,NJ,07738,609-448-9515,njmcgs.org,NA,"NA, Lincroft, NJ, 7738",40.3306656,-74.1209748
League of Historical Societies of NJ,Cultural Site,Parker Homestead 1665 Inc,NA,P.O. Box 82,Little Silver,NJ,08757,NA,NA,keithwells@gmail.com,"NA, Little Silver, NJ, 8757",40.3367769,-74.0470837
League of Historical Societies of NJ,Organization,Jamesburg Historical Association,131 Perrineville Road,NA,Jamesburg,NJ,08831,732-521-2222,NA,jamesburghistoricalasdociation@gmail.com,"131 Perrineville Road, Jamesburg, NJ, 8831",40.3451619,-74.4396394
League of Historical Societies of NJ,Museum,Morven Museum and Garden,55 Stockton Street,NA,Princeton,NJ,08540,609-924-8331,morven.org,NA,"55 Stockton Street, Princeton, NJ, 8540",40.3477912,-74.666936
League of Historical Societies of NJ,Historical Society,Princeton Battlefield Society,NA,P. O. Box 7645,Princeton,NJ,08543,NA,pbs1777.org,NA,"NA, Princeton, NJ, 8543",40.3496953,-74.6597376
League of Historical Societies of NJ,Organization,Navesink Marine Heritage Association,930 West Front Street,NA,Red Bank,NJ,07701,732-530-2035,NA,contact@navesinmartime.org,"930 West Front Street, Red Bank, NJ, 7701",40.3509606,-74.0772031
