X,Y,OBJECTID,Name,Address,Demolished,Historic_District,Municipality,MCHSI_ID,Municipal_Code,Site_Number,NR_Listed,County_Determination,NR_Eligibility,GlobalID
566670.5755,574797.7909,250,Lydia Arrowsmith House,205 Main St.,No,Yes,Matawan Boro.,24-Jan,1329,1329-1-24,No,No,Not Evaluated,410ec39e-5ae0-4f7e-82b2-22a61dd5543c
612638.4229,565427.1456,1830,Luffburrow Farm/Haskell Estate,173 Whipporwill Valley Rd.,Partial,No,Middletown Twp.,107,1331,1331-107,No,Possible,Not Evaluated,c20faa47-686e-4678-a1f2-cd34cd88c38b
613296.3904,553280.644,1442,Ludlow Hall,19 Broad St.,No,Yes,Red Bank Boro.,1-Jan,1340,1340-1-1,No,No,Not Evaluated,cb82eea7-619f-4a26-b385-ae6fa0c4f059
612597.7107,461098.4094,730,Lt. Abraham Osborn House,912 Riverview Dr.,No,No,Brielle Boro.,9,1308,1308-9,No,No,Not Evaluated,a97d6956-2837-4f10-bb0d-5ab913696091
580758.3446,559757.5264,1657,Longstreet Farm Tenant House,Holmdel County Park,No,No,Holmdel Twp.,28a,1318,1318-28a,Yes,Yes,Listed,ac6afd9c-aaa1-4ae8-8ffc-04ea8fd71801
580524.3168,559529.7486,1658,Longstreet Farm,Holmdel County Park,No,No,Holmdel Twp.,28,1318,1318-28,Yes,Yes,Listed,8bc4e735-fc86-4177-ac74-00107ff1eb2b
635271.1552,536221.5088,1251,Long Branch Record Building,192 Broadway,No,Yes,Long Branch City,2-Sep,1325,1325-9-2,No,No,Not Evaluated,0c7e32d4-3433-4261-9ca3-c1d58bafcb61
633624.0056,535930.6183,1197,Long Branch Public Library,328 Broadway,No,No,Long Branch City,14,1325,1325-14,No,Yes,Not Evaluated,d67b465e-4d50-4ac4-aab4-281691dae978
635017.0631,535502.7084,1237,Long Branch Post Office,60 3rd Ave.,No,No,Long Branch City,54,1325,1325-54,No,Yes,Eligible,a3ed2783-44c1-499f-9c93-b70d4656aaee
625116.2148,568130.9142,1771,Locust General Store/Post Office,487 Locust Point Rd.,No,Yes,Middletown Twp.,56,1331,1331-56,No,Possible,Identified,7c95d8f6-faac-43a8-b9dd-d116a55bcc7b
620210.3464,544241.0764,1393,Little Silver Passenger Station,705 Branch Ave.,No,No,Little Silver Boro.,16,1323,1323-16,No,Yes,Listed,08847c74-e24a-4343-9721-f19ae3ef6dee
614040.6789,542831.9441,1359,Lippicott/Wardell House,419 Sycamore Ave. ,No,Yes,Shrewsbury Boro.,10-Jan,1345,1345-1-10,Yes,Yes,Listed,87603655-78d3-4eed-bf9a-fc6679e53646
615073.1372,543244.875,1362,Lippencott/Van Vliet House,348 Sycamore Ave.,No,Yes,Shrewsbury Boro.,13-Jan,1345,1345-1-13,Yes,No,Listed,a89d07e8-0dc4-4581-b0fc-f362a361dfe6
622464.7041,467394.5891,757,Life Saving Station #9,124 Ocean Ave.,No,No,Manasquan Boro.,12,1327,1327-12,Yes,Yes,Listed,84095733-0bcb-458a-9011-4ff3bc86f898
520451.018,503510.8872,333,Lewis L. Combs Farm,99 Stillhouse Rd.,No,No,Millstone Twp.,18,1332,1332-18,No,Possible,Not Evaluated,c59791c5-5e15-4e0b-9dc7-9f714394a553
612781.3937,576005.5552,1761,Leonard House,744 Leonardville Rd.,No,No,Middletown Twp.,51,1331,1331-51,No,Yes,Not Evaluated,5d087fb5-e429-4ca7-b971-48c713511d44
624421.2336,479208.1622,830,Lemuel E. Wells House,110 Sussex Ave.,No,No,Spring Lake Boro.,42,1348,1348-42,No,Yes,Not Evaluated,dd601973-db1a-404d-9d23-71f22cb94dce
563315.8125,561896.401,43,Lavoie Laboratories,NE Corner Lukas Rd and Rt. 79,Yes,No,Marlboro Twp.,22,1328,1328-22,No,No,Not Evaluated,a496d2f0-fdde-4427-b5ef-8f1e9b022d9d
617323.384,470532.4555,767,Laug's Candy Factory,81 Main St.,No,Yes,Manasquan Boro.,10-Jan,1327,1327-1-10,No,No,Not Evaluated,7926e92a-e56a-4165-a1e2-7640d018283e
636333.6806,536483.6054,1250,Landmark Hotel,104 Broadway,Yes,Yes,Long Branch City,1-Sep,1325,1325-9-1,No,No,Not Evaluated,8eef0969-407e-4fbd-8605-55adbd733012
624352.0563,564971.6603,1805,LaMarche House,868 Navesink River Rd.,Yes,No,Middletown Twp.,82,1331,1331-82,No,No,Not Evaluated,b773b6f4-6ef3-4b33-9df4-b5dc0d25245b
591747.2215,533567.8553,1289,Laird's Apple Jack Distillery,1 Laird Rd.,No,No,Colts Neck Twp.,13,1309,1309-13,No,Yes,Not Evaluated,9a8c14c4-9373-4045-85e4-5d33b4de2681
583430.3527,527760.8843,1320,Lafayette Schanck House,300 SR 34,Yes,No,Colts Neck Twp.,43,1309,1309-43,No,No,Not Evaluated,03ca531a-ae19-45cb-a6c8-ab1569c0eb46
564265.284,553002.3027,36,Lafayette Conover Farm,72 Pleasant Valley Rd,No,No,Marlboro Twp.,15,1328,1328-15,No,Yes,Not Evaluated,c80f6b47-018f-4aef-a014-bf35b6e5e4d9
489721.9128,482312.448,467,L. Ivins House,"40.157802, -74.508785",Yes,No,Upper Freehold Twp.,42,1351,1351-42,No,No,Not Evaluated,8cade1e1-cc3d-4d7f-b411-9bc90ca23daf
594870.5919,590092.9575,209,Koehler's Villa,4 Seaview Ave.,Yes,No,Keansburg Boro.,3,1321,1321-3,No,No,Not Evaluated,6a76e3c6-828d-458d-86d1-7e749219bc5e
465507.7558,482811.0782,441,Kirby-Robbins Farm,130 Ellisdale Rd.,No,No,Upper Freehold Twp.,16,1351,1351-16,No,Possible,Not Evaluated,e799aa42-5cf2-46fb-a8c5-5269204daa70
622251.8295,538901.9916,1271,Kirby House,38 Main St.,No,Yes,Oceanport Boro.,8-Feb,1338,1338-2-8,No,No,Not Evaluated,e9789f50-ceca-4c14-88e7-576701186e75
576520.9521,581109.1031,86,Keyport High School,351 Broad St.,No,No,Keyport Boro.,18,1322,1322-18,No,No,Not Evaluated,eec424aa-58bf-4875-8108-58cc4d08b204
575547.7461,584702.3325,98,Keyport Borough Hall and Fire Station,51 East Front St.,No,Yes,Keyport Boro.,11-Feb,1322,1322-2-11,No,No,Not Evaluated,addd4bc7-e1d4-4798-967d-aca58e5a61d2
575113.7184,584441.9157,114,Keyport Banking Company,2 East Front St.,No,Yes,Keyport Boro.,27-Feb,1322,1322-2-27,No,No,Not Evaluated,79148d40-8066-4377-abff-168cde48687c
575162.3295,584471.4297,112,Keyport Banking Co./First National Bank,8 East Front St.,No,Yes,Keyport Boro.,25-Feb,1322,1322-2-25,No,No,Not Evaluated,e88766a2-e53f-48b4-998b-c53d8caf2481
575683.1628,584665.8742,94,Keyport Academy,46 East Front St.,No,Yes,Keyport Boro.,7-Feb,1322,1322-2-7,No,No,Not Evaluated,dfc89c3d-a513-415e-a185-c49ba0a98f33
594426.1538,586119.0245,214,Keansburg Public School,43 Church St.,Yes,Yes,Keansburg Boro.,2-Jul,1321,1321-7-2,No,No,Not Evaluated,3a274cac-1612-421e-85b2-9d0bbc2172db
594742.8205,586109.6495,213,Keansburg National Bank/Keansburg Borough Hall,29 Church St.,No,Yes,Keansburg Boro.,1-Jul,1321,1321-7-1,No,No,Not Evaluated,d6ca0e3b-84eb-40e7-afe9-00b9c3ef456e
594643.8621,585998.7121,215,Keansburg National Bank,32 Church St.,No,Yes,Keansburg Boro.,3-Jul,1321,1321-7-3,No,No,Not Evaluated,f99b0b06-3b34-4993-b680-4e2e719b4f92
593229.5329,591007.0203,204,Keansburg Boardwalk Carosel,52 Beachway Ave.,Partial,Yes,Keansburg Boro.,1-Jan,1321,1321-1-1,No,No,Not Evaluated,fa41a4d9-15df-48fd-929a-95869b65a8f0
628159.9758,509896.2449,963,Katherine Walsh House,209 Windmere Ave.,No,Yes,Interlaken Boro.,12,1320,1320-12,No,No,Not Evaluated,9befe5e1-a6a9-479e-901b-910f61449629
604133.1748,476703.9887,711,Junior Mechanics Hall/Allenwood Grange No. 193,2204 Ramshorn Dr.,No,No,Wall Twp.,18,1352,1352-18,No,No,Not Evaluated,b03f9bbc-36da-4c87-b1b1-2068854457e3
630632.4902,530294.8714,1151,Julian Mitchell House,310 Norwood Ave.,No,No,West Long Branch Boro.,18,1353,1353-18,No,Possible,Not Evaluated,b9214444-aa06-4249-b6b5-eccbd1d6a489
574971.3571,584577.3324,88,Jospeh Maurer Building,36 Broad St.,No,Yes,Keyport Boro.,1-Feb,1322,1322-2-1,No,No,Not Evaluated,b7c767cf-5632-4a71-bb53-96450e393b65
496154.2539,500725.8807,438,Joshua Cox,310 Clarksburg-Robbinsville Rd.,No,No,Upper Freehold Twp.,13,1351,1351-13,No,Yes,Identified,77922984-ce38-4610-bceb-07c60b509ba2
556312.6218,520711.8745,590,Joseph T. Laird House,74 East Main St.,No,No,Freehold Boro.,43,1315,1315-43,No,No,Not Evaluated,2390faac-6afc-4165-a9d4-fc9baa2460a7
622004.6761,563359.5838,1693,Joseph M. Huber House,2 Brown's Dock Rd.,No,No,Middletown Twp.,11,1331,1331-11,No,No,Not Evaluated,413b0353-3751-4830-b65a-d7f708161a43
487873.8968,469806.2099,454,"Joseph Holmes, Jr. Farm",3 Wygant Rd.,No,No,Upper Freehold Twp.,29,1351,1351-29,No,Yes,Not Evaluated,9aa0fb6c-3e77-4fd6-9b14-18835eaf83a7
489968.0514,470173.739,455,"Joseph Holmes, Jr. Farm",86 Jonathan Holmes Rd.,No,No,Upper Freehold Twp.,30,1351,1351-30,No,Yes,Not Evaluated,bce08327-e407-4310-9c09-782621deaa01
631057.8115,531208.5786,1150,Joseph Brown House,262 Norwood Ave.,No,No,West Long Branch Boro.,17,1353,1353-17,No,No,Not Evaluated,ed5dfc7c-f9f3-49e6-8bf2-4f1ba58a49ec
551808.9189,519762.6959,620,Joseph Brakeley Canning Factory,NW Corner Manalapan and Bowne Ave,Yes,No,Freehold Boro.,73,1315,1315-73,No,No,Not Evaluated,a11bc717-0163-43f5-855d-15f692e57f69
624484.8952,482114.4559,792,Joseph Bennet House,211 Brighton Ave.,No,No,Spring Lake Boro.,4,1348,1348-4,No,No,Not Evaluated,286749c8-7b07-44cc-8a49-48347237c90b
576378.0197,584977.7955,72,Joseph Bailey House,129 First St.,No,Yes,Keyport Boro.,8-Jan,1322,1322-1-8,No,No,Not Evaluated,a8900ba8-aa44-40c6-b220-a6e97f5193ae
597188.1309,569234.9579,1844,"Joseph and Mary Holmes Taylor House ""Orchard Home""",127 Kings Hwy.,No,Yes,Middletown Twp.,18-Mar,1331,1331-3-18,Yes,Possible,Listed,c7f554e7-e126-49da-b2ea-c3aae4900003
472405.6243,492013.5579,484,Jones Farm,"40.184185, -74.570628",Yes,No,Upper Freehold Twp.,59,1351,1351-59,No,No,Not Evaluated,8dbc6347-66e5-42b0-86fa-eff66c9a3aa1
622497.7617,552012.4733,1541,Johnathan Cooper House,21 Hance Rd.,No,No,Rumson Boro.,11,1342,1342-11,No,No,Not Evaluated,08908a46-d80b-4b8d-9388-de2e1e9161d1
499885.8003,476487.5302,499,John/Thomas Coward Farm (Coward-Smith House),51 Emley's Hill Rd.,No,No,Upper Freehold Twp.,70,1351,1351-70,No,Yes,Listed,855f3645-7e45-45b9-a10e-7d6e643ede7c
555413.1964,517955.3249,632,John Westley Bartleson House,83 South St.,Yes,No,Freehold Boro.,85,1315,1315-85,No,No,Not Evaluated,b7529eb4-58a3-438a-a259-4b5a8f928aff
613740.0194,553769.9058,1455,John W. Stout House,43 E. Front St.,No,No,Red Bank Boro.,17,1340,1340-17,No,Possible,Not Evaluated,9b04e0e3-b4bf-4c1e-be63-a52614c92a73
633347.6921,521535.2557,1219,John U. Fraley House,100 Lincoln Ave.,No,No,Long Branch City,36,1325,1325-36,No,Yes,Not Evaluated,159f283a-aa0d-4090-be9e-ed0f8faa0db2
604509.4365,558889.3559,1817,John Throckmorton Farm,345 Oak Hill Rd.,No,No,Middletown Twp.,95,1331,1331-95,No,Yes,Eligible,00c318e0-7526-4cfb-a412-4a77400bfad8
622607.4866,539509.9061,1266,John Taylor Phillips House,7 Main St.,Yes,Yes,Oceanport Boro.,3-Feb,1338,1338-2-3,No,No,Not Evaluated,151b2fa7-dbbd-482c-895e-a8875fb51292
579023.2683,569753.78,1635,John T. Ackerson Farm,769 Holmdel Rd.,No,No,Holmdel Twp.,13,1318,1318-13,No,No,Not Evaluated,9d7be320-dc4e-4d57-90e7-a2649956bf6e
583375.5198,563282.5423,1626,John S. Longstreet House,50 Crawfords Corner Rd.,Yes,No,Holmdel Twp.,5,1318,1318-5,No,No,Not Evaluated,08fe22ac-0a75-4dc4-a93b-5e1d2abfbb61
478058.9335,478600.0014,447,John Ridgeway Waln House,113 Polhemustown Rd.,No,No,Upper Freehold Twp.,22,1351,1351-22,No,No,Not Evaluated,b49a5c3e-6f93-4f2f-ac90-12bbdb554dbf
618048.1509,481865.8652,778,John Remson House,1234 Allaire Rd.,No,No,Spring Lake Heights Boro.,1,1349,1349-1,No,No,Not Evaluated,192a6919-7ecc-43bb-9249-64e47047c69f
480868.2235,471665.1747,460,John R. Lawrence House,92 Holmes Mill Rd.,No,No,Upper Freehold Twp.,35,1351,1351-35,No,Yes,Not Evaluated,b90f715e-6cf0-435e-a67a-3258ac3ae568
566962.2422,575468.7978,243,John P. Lloyd House,166 Main St.,No,Yes,Matawan Boro.,17-Jan,1329,1329-1-17,No,No,Not Evaluated,21e35da4-97d3-42b2-a23a-0588e0278598
580268.5932,574771.5236,1623,John O. Stillwell House,59 Bethany Rd. (N. of N. End Homestead Pl.),No,No,Holmdel Twp.,2,1318,1318-2,No,Possible,Not Evaluated,80385c1b-ad05-4faa-bc73-8986d9d74dfb
621453.0634,570763.5152,1873,John M. Johnson House,179 Monmouth Ave.,No,Yes,Middletown Twp.,30-Apr,1331,1331-4-30,Yes,Possible,Listed,b4c69a9a-262f-460f-9be6-e8589d0a4bd1
625744.2841,530974.3044,1142,John Lippincott House,8 DeForrest Pl.,No,No,West Long Branch Boro.,9,1353,1353-9,No,Possible,Not Evaluated,1d4a8407-1c8f-4617-8dfb-a6c7e08b45e0
624017.4211,564707.3373,1806,John LaMarche House,858 Navesink River Rd.,No,No,Middletown Twp.,83,1331,1331-83,No,No,Not Evaluated,de9e68a0-72a5-471e-9082-4831d244920b
474323.8898,484475.3407,429,John Horsfull House,148 Allentown-Davis Station Rd.,No,No,Upper Freehold Twp.,4,1351,1351-4,No,Yes,Not Evaluated,f0066623-1397-40a1-aa76-1cc24b5d3c07
627684.7779,539550.202,1255,John Hance House,233 Port-Au-Peck Ave.,No,No,Oceanport Boro.,7,1338,1338-7,No,Possible,Not Evaluated,65c913d1-3250-4005-afa1-0ea361149559
626417.895,568321.5726,1733,John H. Stevens House,108 Hartshorne Rd.,No,No,Middletown Twp.,36,1331,1331-36,No,Possible,Not Evaluated,b57b0de8-18a1-4999-bcd8-fc35d4afe80e
569582.3508,540270.4853,1279,John H. Sickles House,175 Boundary Rd.,No,No,Colts Neck Twp.,3,1309,1309-3,No,No,Not Evaluated,9a3a8c40-be1e-463a-a914-fa08bd83c8f2
578165.6086,545413.4035,1319,John G. Taylor Mill Farm,287 SR 34,No,No,Colts Neck Twp.,42,1309,1309-42,No,No,Not Evaluated,1d8e2410-ee4a-4fc6-9e31-f9a552b1c24d
554461.7912,520160.4553,552,John Dorrance House,3 Broad St.,No,No,Freehold Boro.,4,1315,1315-4,No,Yes,Not Evaluated,dd0fbab9-21b6-4c99-bf6e-a19adeb46456
541253.7248,526200.689,284,John Conover House,240 Freehold-Englishtown Rd.,No,Yes,Manalapan Twp.,1-Jan,1326,1326-1-1,No,Possible,Not Evaluated,1a397b04-1543-4327-a5ab-5487cf6d8435
475434.0473,495633.3656,481,John Chubberly House,1333 Old York Rd.,No,No,Upper Freehold Twp.,56,1351,1351-56,No,No,Not Evaluated,6b708bc5-1d65-4ab3-8a69-c8fc3b8df607
567372.6476,501894.2021,652,John C. Patterson Farm,636 Adelphia Rd.,No,No,Howell Twp.,6,1319,1319-6,No,No,Not Evaluated,83a761b0-47b4-4e06-95f7-d5d4d9068898
591003.1351,565591.1883,1880,John C. Luyster House,3 Van Shoick Rd.,No,Yes,Middletown Twp.,5-Feb,1331,1331-2-5,No,Possible,Not Evaluated,b596af83-18bc-4ef7-bdb2-2699186b3fed
560596.2372,515691.9498,537,John C. Forman House,812 State Hwy. 33,No,No,Freehold Twp.,30,1316,1316-30,No,No,Not Evaluated,a276811b-698a-4b69-8542-568e30ff3b4e
567621.0962,576836.8534,239,John Burrows House,94 Main St.,No,Yes,Matawan Boro.,13-Jan,1329,1329-1-13,Yes,Yes,Listed,534d58ff-277e-4b2c-9262-85215108df0a
610975.4692,518677.2716,1112,John Brown Hotel,823 Green Grove Rd.,No,No,Tinton Falls Boro.,3,1336,1336-3,No,No,Not Evaluated,84dd3ab7-814a-4c1a-82f2-951575da484c
622821.0646,538533.621,1277,John and Caroline Pemberton House,54 Pemberton Ave.,No,Yes,Oceanport Boro.,14-Feb,1338,1338-2-14,No,No,Not Evaluated,0056a1df-69f8-4e32-abce-6cf9c00cf685
596436.1167,568942.5034,1715,Johannes Luyster House,21 Red Hill Rd.,No,Yes,Middletown Twp.,4-Feb,1331,1331-2-4,No,Yes,Not Evaluated,aa6b7858-41f1-4d00-8a45-e939ef209d74
552538.2858,511921.7431,532,Job Emmons House,140 Schank Rd.,Yes,No,Freehold Twp.,25,1316,1316-25,No,No,Not Evaluated,68a7859c-82a2-4926-9561-2a474a226ac3
635963.4402,546021.5817,1424,Jesse Cook Jr. House,12 Wesley St.,No,No,Monmouth Beach Boro.,21,1333,1333-21,No,No,Not Evaluated,49ccc21e-4332-41c5-b294-47a5b8c123f3
569617.2067,510458.23,673,Jerseyville School,952 State Route 33,No,No,Howell Twp.,27,1319,1319-27,No,No,Not Evaluated,859b9e62-62c0-40e5-9046-2d6f9c9a7ee3
567480.0781,511746.8501,661,Jerseyville Methodist Church,8 Howell Rd.,No,No,Howell Twp.,15,1319,1319-15,No,No,Eligible,e5527a26-23f3-4e1a-8e6c-bcc2af85a293
581149.8759,586113.9402,225,Jersey Central Traction Co. Powerhouse,331 Poole Ave.,No,No,Union Beach,3,1350,1350-3,No,No,Not Evaluated,d4888833-4b50-440d-ad60-872283d29a45
580743.485,586252.7749,223,Jersey Central Traction Co. Car Barns,Near 1500 Florence Ave.,No,No,Union Beach,1,1350,1350-1,No,No,Not Evaluated,929dbff3-263b-4b80-be45-3d5b26964eec
574704.8642,584084.2769,111,Jersey Central Power and Light Co./Keyport Boro. Hall,18 Main St.,No,Yes,Keyport Boro.,24-Feb,1322,1322-2-24,No,No,Not Evaluated,0aa376ab-21bf-45e7-84a0-78bab67fa175
630093.823,525370.9265,1103,Jeffery House,4 Helen Ct.,No,No,Ocean Twp.,3,1337,1337-3,No,Yes,Not Evaluated,42e6fd11-8580-429e-8a15-e9321a16df6a
576107.4461,557695.7887,1681,Jan Schanck Rd.,27 Schanck Rd.,No,No,Holmdel Twp.,45,1318,1318-45,No,Yes,Not Evaluated,35d0fbda-0c89-451c-a566-f823b23cc7e8
633989.5924,521796.0013,1218,James W. Gerard House,55 Lincoln Ave.,No,No,Long Branch City,35,1325,1325-35,No,Yes,Not Evaluated,a6c9222e-6e53-457b-8fbc-63720acaecdc
552962.6482,517914.675,613,James S. Yard House,117 West Main St.,No,Possible,Freehold Boro.,67,1315,1315-67,No,Possible,Not Evaluated,18c88c51-a0ab-4cca-8ac2-343eb1b5d01e
636998.1757,558331.8852,1552,James R. Minugh House,31 Rumson Rd.,No,No,Rumson Boro.,22,1342,1342-22,No,No,Not Evaluated,30e5cb48-623f-48eb-91ea-e83303b2650e
585312.3207,555019.5985,1661,James Megee Farm,41 Middletown Rd.,No,No,Holmdel Twp.,31,1318,1318-31,No,Yes,Not Evaluated,83277061-c0da-4d10-8d28-8d206ac3dadb
573328.3299,566761.3168,10,James Mathias Van Brackle House ,218 Van Brackle Rd.,Yes,No,Aberdeen Twp. ,13,1330,1330-13,No,No,Not Evaluated,9d0a87bc-f02c-4086-bd07-26abcc77c7f8
484832.6795,467370.8398,504,James Lawrence House,283 CR 539,No,No,Upper Freehold Twp.,75,1351,1351-75,No,Possible,Not Evaluated,44565e8b-5966-4c3f-9ad6-4e12ce8bf813
568305.5676,578025.6171,270,James Lambertson Lime Kiln,Behind 54 Main St.,No,No,Matawan Boro.,10,1329,1329-10,No,No,Not Evaluated,8b4d4445-1715-48ba-b1ae-618b4d418bdd
575135.5976,557900.8306,1673,James Lake Farm,"40.364718, -74.202101",Yes,No,Holmdel Twp.,43,1318,1318-43,No,No,Not Evaluated,915586c5-1216-4a52-afeb-1bb9269fb8a0
469544.1352,472736.5616,443,James Kirby Farm,114 Hill Rd.,No,Possible,Upper Freehold Twp.,18,1351,1351-18,No,Yes,Not Evaluated,07b62ea7-f50d-4008-8504-cf7bd751d8a4
477159.1072,498761.8869,483,James Hall House,1289 Old York Rd.,No,No,Upper Freehold Twp.,58,1351,1351-58,No,Yes,Not Evaluated,54c16b85-da87-4e43-a4ec-00fcffb934f9
613036.5353,551845.5855,1485,James H. Peters House,21 Peters Place,No,No,Red Bank Boro.,36,1340,1340-36,No,Possible,Not Evaluated,0ac89183-b801-4268-865e-fef823027cf2
585747.202,568495.7753,1683,James Grover Taylor Farm,"40.393700, -74.163858",No,No,Holmdel Twp.,51,1318,1318-51,No,No,Not Evaluated,ba5d7334-b169-45bf-80bb-2f8f4a5693fc
492835.1769,487034.1164,468,James Giberson Rd.,86 Rues Rd.,No,No,Upper Freehold Twp.,43,1351,1351-43,No,Yes,Not Evaluated,6391aead-93c5-4d47-870c-bcc4856d2c6b
535353.6942,534899.0272,290,James English House,8 Browning Place,No,No,Manalapan Twp.,3,1326,1326-3,No,No,Not Evaluated,60c9298d-cb7c-40e5-b9d5-3378b6be2549
535687.5295,535549.0994,297,James English House,42 Gordons Corner Rd.,No,No,Manalapan Twp.,10,1326,1326-10,No,Yes,Not Evaluated,7e091503-9c63-4adc-84ab-1a6a881886f1
624741.7192,479512.6984,806,James Doughterty House,100 Mercer Ave.,No,No,Spring Lake Boro.,18,1348,1348-18,No,Yes,Not Evaluated,89c40bc1-74e0-42e0-8ef1-730a7becc733
626951.037,528428.5776,1140,James D. VanNote House,564 Cedar Ave.,No,No,West Long Branch Boro.,7,1353,1353-7,No,No,Not Evaluated,796eda1f-7765-4ce6-bae4-d417fab5fb52
574879.1309,583500.2489,138,James Bedle House,80 Main St.,No,Yes,Keyport Boro.,14-Mar,1322,1322-3-14,No,No,Not Evaluated,44820300-d1f6-422d-8f27-4652c061c5f0
572000.4881,550583.9972,27,Jacob Van Dorn House,688 Newman Springs Rd.,No,No,Marlboro Twp.,6,1328,1328-6,No,Yes,Not Evaluated,06680343-4337-4070-ba54-65f57927dcdf
599881.7171,568864.1174,1740,Jacob Covenhoven House,61 Kings Hwy.,No,Yes,Middletown Twp.,9-Mar,1331,1331-3-9,No,Yes,Not Evaluated,a3851749-20dd-41b0-bd76-ad3d6156b032
554324.5405,519120.0919,596,Jacob B. Rue House,57 West Main St.,No,Possible,Freehold Boro.,50,1315,1315-50,No,Possible,Not Evaluated,a481f35d-0ea5-4b0b-9397-fd0eb598a18e
614048.6838,488888.1871,713,Jackson Morris Blacksmith Shop & House,1704 New Bedford Rd.,No,No,Wall Twp.,16,1352,1352-16,No,Yes,Not Evaluated,da43c5f8-482c-4630-89d9-e88dcb0d6560
575661.4614,584649.3811,93,J.W. Keough Building,44-46 East Front St.,No,Yes,Keyport Boro.,6-Feb,1322,1322-2-6,No,No,Not Evaluated,afbbee68-d556-4fee-9071-919aa6904651
472674.3767,484787.8223,428,J.W. Burtis House,116 Allentown-Davis Station Rd.,No,No,Upper Freehold Twp.,3,1351,1351-3,No,Possible,Not Evaluated,cabde882-68f3-4f24-826f-d0c710de83d1
620927.2091,558684.9485,1511,J.S. Throckmorton House,36 Fair Haven Rd.,No,Yes,Fair Haven Boro.,3-Jan,1313,1313-1-3,No,No,Not Evaluated,a6010028-e3a1-4241-abce-06e71f453bf2
547469.5463,543508.0441,304,J.M. Quackenbush House,851 Tennent Rd.,No,No,Manalapan Twp.,17,1326,1326-17,No,No,Not Evaluated,f0f2e740-917a-4464-b766-c90fc51154a1
526005.2516,518700.097,307,J.M. Perrine House,"N. side SR 33, 0.5 mi. W. of Woodward Rd.",Yes,No,Manalapan Twp.,20,1326,1326-20,No,No,Not Evaluated,a5839675-af30-4a76-8965-107e35ee3d26
568994.6355,578402.9517,273,J.L. Rue Co./Matawan Tile Company,32 Main St.,Partial,No,Matawan Boro.,13,1329,1329-13,No,Yes,Not Evaluated,a24345ab-cf21-4acf-a4f7-3a2c81988236
612717.884,542955.4629,1369,J.H. Nicholson House,477 Sycamore Ave.,No,Yes,Shrewsbury Boro.,20-Jan,1345,1345-1-20,Yes,No,Listed,0129447f-39e0-4869-a711-d2ee05c4f18b
632424.1425,571222.9414,1791,"J.H. Huddleston House ""Crow's Nest""",16 Park Way,No,Yes,Middletown Twp.,3-Jul,1331,1331-7-3,Yes,Possible,Listed,94cfee05-bc6e-4ebc-903d-d2b2534f8713
623759.2146,482296.3926,828,J.G. Gordon House,319 St. Clair Ave.,No,No,Spring Lake Boro.,40,1348,1348-40,No,No,Not Evaluated,010db2ca-f251-4acc-bf33-11ccf71f38ff
561508.4923,523013.1392,511,J.F.T. Forman Jr. Farm,"40.268973, -74.251354",Yes,No,Freehold Twp.,4,1316,1316-4,No,No,Not Evaluated,26a14e96-dda0-4fee-bb72-83288f1591a8
600378.0783,568799.1901,1734,J.E. Thomas House,51 Kings Hwy. ,No,Yes,Middletown Twp.,6-Mar,1331,1331-3-6,Yes,No,Listed,9cbc5f5a-f878-4e9e-9f8d-1a4fea66ebc7
573019.4955,533513.5943,1284,J.C. Barkalow Farm,61 Cedar Dr.,No,No,Colts Neck Twp.,8,1309,1309-8,No,No,Not Evaluated,037f9cca-8c65-4bfc-b8ef-1fa7bee8ae48
575140.0684,582872.1238,148,J.B. Winterton II House,130 Main St.,No,Yes,Keyport Boro.,24-Mar,1322,1322-3-24,No,No,Not Evaluated,db0f2393-147e-45f2-aae5-8108512dfe52
623282.6775,478526.2046,814,J.B. Morehead House,305 Monmouth Ave.,No,No,Spring Lake Boro.,26,1348,1348-26,No,No,Not Evaluated,31a38c14-cfbe-4948-965c-5a62be8c3123
606097.8004,551033.7702,1722,J.A. Hubbard House,640 West Front St.,No,No,Middletown Twp.,30,1331,1331-30,No,No,Not Evaluated,2a2ae6ce-3fa9-44eb-98b8-63788092aa61
631603.4286,511765.6709,950,J. Wallace Morrell House,119 Spier Ave.,No,No,Allenhurst Boro.,28,1301,1301-28,No,Yes,Not Evaluated,793167c1-57ad-4f70-bb83-b76fe0a794c8
621496.0118,558795.8764,1509,J. Soden House,35 Clay St.,No,Yes,Fair Haven Boro.,1-Jan,1313,1313-1-1,No,No,Not Evaluated,b46b3bd5-f802-4b5c-938f-7dfad361f507
584376.5991,497068.4841,685,J. Sanford House,19 Main St.,No,Yes,Farmingdale Boro.,8-Jan,1314,1314-1-8,No,No,Not Evaluated,e434eade-8b1d-4376-a991-995950ea83c7
537848.5682,505280.7256,292,J. Pittenger Farm,"CR 537, Backyard of Present Day 6 Crystal Ct.",Yes,No,Manalapan Twp.,5,1326,1326-5,No,No,Not Evaluated,2f4ae058-db02-4dd4-80d9-acaff54ba838
625815.5793,510582.7081,972,J. Otto Rhome House,633 Windmere Ave.,No,Yes,Interlaken Boro.,21,1320,1320-21,No,No,Not Evaluated,75b1342d-dd59-4841-bac5-96c07e56b661
